Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop
1910,Georgia,130,Decatur,870,Decatur,16738
1910,Georgia,130,DeKalb,890,De Kalb,8362
1910,Georgia,130,Dodge,910,Dodge,8460
1910,Georgia,130,Dooly,930,Dooly,12728
1910,Georgia,130,Dougherty,950,Dougherty,12049
1910,Georgia,130,Douglas,970,Douglas,2171
1910,Georgia,130,Early,990,Early,11273
1910,Georgia,130,Echols,1010,Echols,990
1910,Georgia,130,Effingham,1030,Effingham,4278
1910,Georgia,130,Elbert,1050,Elbert,12082
1910,Georgia,130,Emanuel,1070,Emanuel,9990
1910,Georgia,130,Fannin,1110,Fannin,162
1910,Georgia,130,Fayette,1130,Fayette,3815
1910,Georgia,130,Floyd,1150,Floyd,10482
1910,Georgia,130,Forsyth,1170,Forsyth,1098
1910,Georgia,130,Franklin,1190,Franklin,3974
1910,Georgia,130,Fulton,1210,Fulton,57985
1910,Georgia,130,Gilmer,1230,Gilmer,71
1910,Georgia,130,Glascock,1250,Glascock,1507
1910,Georgia,130,Glynn,1270,Glynn,9774
1910,Georgia,130,Gordon,1290,Gordon,1356
1910,Georgia,130,Grady,1310,Grady,7403
1910,Georgia,130,Greene,1330,Greene,11636
1910,Georgia,130,Gwinnett,1350,Gwinnett,4431
1910,Georgia,130,Habersham,1370,Habersham,711
1910,Georgia,130,Hall,1390,Hall,4030
1910,Georgia,130,Hancock,1410,Hancock,14268
1910,Georgia,130,Haralson,1430,Haralson,2027
1910,Georgia,130,Harris,1450,Harris,12865
1910,Georgia,130,Hart,1470,Hart,5080
1910,Georgia,130,Heard,1490,Heard,3756
1910,Georgia,130,Henry,1510,Henry,10184
1910,Georgia,130,Houston,1530,Houston,17388
1910,Georgia,130,Irwin,1550,Irwin,4916
1910,Georgia,130,Jackson,1570,Jackson,8613
1910,Georgia,130,Jasper,1590,Jasper,11484
1910,Georgia,130,Jeff Davis,1610,Jeff Davis,1593
1910,Georgia,130,Jefferson,1630,Jefferson,12979
1910,Georgia,130,Jenkins,1650,Jenkins,7296
1910,Georgia,130,Johnson,1670,Johnson,5557
1910,Georgia,130,Jones,1690,Jones,9288
1910,Georgia,130,Laurens,1750,Laurens,17544
1910,Georgia,130,Lee,1770,Lee,9992
1910,Georgia,130,Liberty,1790,Liberty,8355
1910,Georgia,130,Lincoln,1810,Lincoln,5175
1910,Georgia,130,Lowndes,1850,Lowndes,12955
1910,Georgia,130,Lumpkin,1870,Lumpkin,320
1910,Georgia,130,McDuffie,1890,Mcduffie,5985
1910,Georgia,130,McIntosh,1910,Mcintosh,4978
1910,Georgia,130,Macon,1930,Macon,10581
1910,Georgia,130,Madison,1950,Madison,5149
1910,Georgia,130,Marion,1970,Marion,5364
1910,Georgia,130,Meriwether,1990,Meriwether,14730
1910,Georgia,130,Miller,2010,Miller,3257
1910,Georgia,130,Milton,2015,Milton,718
1910,Georgia,130,Mitchell,2050,Mitchell,11649
1910,Georgia,130,Monroe,2070,Monroe,13656
1910,Georgia,130,Montgomery,2090,Montgomery,7310
1910,Georgia,130,Morgan,2110,Morgan,13414
1910,Georgia,130,Murray,2130,Murray,402
1910,Georgia,130,Muscogee,2150,Muscogee,16747
1910,Georgia,130,Newton,2170,Newton,9458
1910,Georgia,130,Oconee,2190,Oconee,5162
1910,Georgia,130,Oglethorpe,2210,Oglethorpe,11338
1910,Georgia,130,Paulding,2230,Paulding,1588
1910,Georgia,130,Pickens,2270,Pickens,440
1910,Georgia,130,Pierce,2290,Pierce,2742
1910,Georgia,130,Pike,2310,Pike,10159
1910,Georgia,130,Polk,2330,Polk,5697
1910,Georgia,130,Pulaski,2350,Pulaski,13504
1910,Georgia,130,Putnam,2370,Putnam,10178
1910,Georgia,130,Quitman,2390,Quitman,3588
1910,Georgia,130,Rabun,2410,Rabun,156
1910,Georgia,130,Randolph,2430,Randolph,12986
1910,Georgia,130,Richmond,2450,Richmond,28390
1910,Georgia,130,Rockdale,2470,Rockdale,3592
1910,Georgia,130,Schley,2490,Schley,3291
1910,Georgia,130,Screven,2510,Screven,12165
1910,Georgia,130,Spalding,2550,Spalding,10060
1910,Georgia,130,Stephens,2570,Stephens,2222
1910,Georgia,130,Stewart,2590,Stewart,10381
1910,Georgia,130,Sumter,2610,Sumter,21243
1910,Georgia,130,Talbot,2630,Talbot,8230
1910,Georgia,130,Taliaferro,2650,Taliaferro,6450
1910,Georgia,130,Tattnall,2670,Tattnall,5841
1910,Georgia,130,Taylor,2690,Taylor,5379
1910,Georgia,130,Telfair,2710,Telfair,4761
1910,Georgia,130,Terrell,2730,Terrell,16607
1910,Georgia,130,Thomas,2750,Thomas,17086
1910,Georgia,130,Tift,2770,Tift,3777
1910,Georgia,130,Toombs,2790,Toombs,3411
1910,Georgia,130,Towns,2810,Towns,15
1910,Georgia,130,Troup,2850,Troup,15399
1910,Georgia,130,Turner,2870,Turner,4018
1910,Georgia,130,Twiggs,2890,Twiggs,7396
1910,Georgia,130,Union,2910,Union,64
1910,Georgia,130,Upson,2930,Upson,6998
1910,Georgia,130,Walker,2950,Walker,2451
1910,Georgia,130,Walton,2970,Walton,10070
1910,Georgia,130,Ware,2990,Ware,8914
1910,Georgia,130,Warren,3010,Warren,8132
1910,Georgia,130,Washington,3030,Washington,17393
1910,Georgia,130,Wayne,3050,Wayne,3309
1910,Georgia,130,Webster,3070,Webster,4182
1910,Georgia,130,White,3110,White,397
1910,Georgia,130,Whitfield,3130,Whitfield,1719
1910,Georgia,130,Wilcox,3150,Wilcox,5505
1910,Georgia,130,Wilkes,3170,Wilkes,16598
1910,Georgia,130,Wilkinson,3190,Wilkinson,5155
1910,Georgia,130,Worth,3210,Worth,9517
1920,Georgia,130,Appling,10,Appling,2312
1920,Georgia,130,Atkinson,30,Atkinson,2479
1920,Georgia,130,Bacon,50,Bacon,852
1920,Georgia,130,Baker,70,Baker,5614
1920,Georgia,130,Baldwin,90,Baldwin,11019
1920,Georgia,130,Banks,110,Banks,2548
1920,Georgia,130,Barrow,130,Barrow,3051
1920,Georgia,130,Bartow,150,Bartow,5665
1920,Georgia,130,Ben Hill,170,Ben Hill,5560
1920,Georgia,130,Berrien,190,Berrien,4005
1920,Georgia,130,Bibb,210,Bibb,33025
1920,Georgia,130,Bleckley,230,Bleckley,4615
1920,Georgia,130,Brooks,270,Brooks,14247
1920,Georgia,130,Bryan,290,Bryan,2920
1920,Georgia,130,Bulloch,310,Bulloch,10034
1920,Georgia,130,Burke,330,Burke,24775
1920,Georgia,130,Butts,350,Butts,6586
1920,Georgia,130,Calhoun,370,Calhoun,7020
1920,Georgia,130,Camden,390,Camden,4273
1920,Georgia,130,Campbell,395,Campbell,4153
1920,Georgia,130,Candler,430,Candler,3737
1920,Georgia,130,Carroll,450,Carroll,7265
1920,Georgia,130,Catoosa,470,Catoosa,341
1920,Georgia,130,Charlton,490,Charlton,948
1920,Georgia,130,Chatham,510,Chatham,49238
1920,Georgia,130,Chattahoochee,530,Chattahoochee,1968
1920,Georgia,130,Chattooga,550,Chattooga,2299
1920,Georgia,130,Cherokee,570,Cherokee,890
1920,Georgia,130,Clarke,590,Clarke,12191
1920,Georgia,130,Clay,610,Clay,5074
1920,Georgia,130,Clayton,630,Clayton,5006
1920,Georgia,130,Clinch,650,Clinch,2957
1920,Georgia,130,Cobb,670,Cobb,6645
1920,Georgia,130,Coffee,690,Coffee,5902
1920,Georgia,130,Colquitt,710,Colquitt,8457
1920,Georgia,130,Columbia,730,Columbia,8251
1920,Georgia,130,Cook,750,Cook,3276
1920,Georgia,130,Coweta,770,Coweta,15599
1920,Georgia,130,Crawford,790,Crawford,5198
1920,Georgia,130,Crisp,810,Crisp,9849
1920,Georgia,130,Dade,830,Dade,230
1920,Georgia,130,Dawson,850,Dawson,0
1920,Georgia,130,Decatur,870,Decatur,16490
1920,Georgia,130,DeKalb,890,De Kalb,9900
1920,Georgia,130,Dodge,910,Dodge,9015
1920,Georgia,130,Dooly,930,Dooly,12279
1920,Georgia,130,Dougherty,950,Dougherty,13370
1920,Georgia,130,Douglas,970,Douglas,2951
1920,Georgia,130,Early,990,Early,11090
1920,Georgia,130,Echols,1010,Echols,1046
1920,Georgia,130,Effingham,1030,Effingham,4010
1920,Georgia,130,Elbert,1050,Elbert,10726
1920,Georgia,130,Emanuel,1070,Emanuel,10951
1920,Georgia,130,Evans,1090,Evans,2412
1920,Georgia,130,Fannin,1110,Fannin,88
1920,Georgia,130,Fayette,1130,Fayette,4153
1920,Georgia,130,Floyd,1150,Floyd,9240
1920,Georgia,130,Forsyth,1170,Forsyth,30
1920,Georgia,130,Franklin,1190,Franklin,4461
1920,Georgia,130,Fulton,1210,Fulton,70200
1920,Georgia,130,Gilmer,1230,Gilmer,38
1920,Georgia,130,Glascock,1250,Glascock,1201
1920,Georgia,130,Glynn,1270,Glynn,9850
1920,Georgia,130,Gordon,1290,Gordon,1314
1920,Georgia,130,Grady,1310,Grady,7354
1920,Georgia,130,Greene,1330,Greene,11200
1920,Georgia,130,Gwinnett,1350,Gwinnett,4233
1920,Georgia,130,Habersham,1370,Habersham,615
1920,Georgia,130,Hall,1390,Hall,3493
1920,Georgia,130,Hancock,1410,Hancock,13221
1920,Georgia,130,Haralson,1430,Haralson,2022
1920,Georgia,130,Harris,1450,Harris,11209
1920,Georgia,130,Hart,1470,Hart,5624
1920,Georgia,130,Heard,1490,Heard,3370
1920,Georgia,130,Henry,1510,Henry,10439
1920,Georgia,130,Houston,1530,Houston,14508
1920,Georgia,130,Irwin,1550,Irwin,5719
1920,Georgia,130,Jackson,1570,Jackson,6982
1920,Georgia,130,Jasper,1590,Jasper,11618
1920,Georgia,130,Jeff Davis,1610,Jeff Davis,1615
1920,Georgia,130,Jefferson,1630,Jefferson,13148
1920,Georgia,130,Jenkins,1650,Jenkins,8719
1920,Georgia,130,Johnson,1670,Johnson,5665
1920,Georgia,130,Jones,1690,Jones,9403
1920,Georgia,130,Laurens,1750,Laurens,18601
1920,Georgia,130,Lee,1770,Lee,8977
1920,Georgia,130,Liberty,1790,Liberty,7593
1920,Georgia,130,Lincoln,1810,Lincoln,5152
1920,Georgia,130,Lowndes,1850,Lowndes,13535
1920,Georgia,130,Lumpkin,1870,Lumpkin,217
1920,Georgia,130,McDuffie,1890,Mcduffie,6140
1920,Georgia,130,McIntosh,1910,Mcintosh,3803
1920,Georgia,130,Macon,1930,Macon,12027
1920,Georgia,130,Madison,1950,Madison,5269
1920,Georgia,130,Marion,1970,Marion,4097
1920,Georgia,130,Meriwether,1990,Meriwether,14594
1920,Georgia,130,Miller,2010,Miller,3702
1920,Georgia,130,Milton,2015,Milton,477
1920,Georgia,130,Mitchell,2050,Mitchell,14067
1920,Georgia,130,Monroe,2070,Monroe,12763
1920,Georgia,130,Montgomery,2090,Montgomery,4348
1920,Georgia,130,Morgan,2110,Morgan,12886
1920,Georgia,130,Murray,2130,Murray,432
1920,Georgia,130,Muscogee,2150,Muscogee,16251
1920,Georgia,130,Newton,2170,Newton,10180
1920,Georgia,130,Oconee,2190,Oconee,4719
1920,Georgia,130,Oglethorpe,2210,Oglethorpe,11497
1920,Georgia,130,Paulding,2230,Paulding,1607
1920,Georgia,130,Pickens,2270,Pickens,324
1920,Georgia,130,Pierce,2290,Pierce,2700
1920,Georgia,130,Pike,2310,Pike,10794
1920,Georgia,130,Polk,2330,Polk,4905
1920,Georgia,130,Pulaski,2350,Pulaski,7164
1920,Georgia,130,Putnam,2370,Putnam,10421
1920,Georgia,130,Quitman,2390,Quitman,2430
1920,Georgia,130,Rabun,2410,Rabun,289
1920,Georgia,130,Randolph,2430,Randolph,11009
1920,Georgia,130,Richmond,2450,Richmond,28639
1920,Georgia,130,Rockdale,2470,Rockdale,3534
1920,Georgia,130,Schley,2490,Schley,3099
1920,Georgia,130,Screven,2510,Screven,13850
1920,Georgia,130,Spalding,2550,Spalding,10206
1920,Georgia,130,Stephens,2570,Stephens,2316
1920,Georgia,130,Stewart,2590,Stewart,8644
1920,Georgia,130,Sumter,2610,Sumter,19862
1920,Georgia,130,Talbot,2630,Talbot,7995
1920,Georgia,130,Taliaferro,2650,Taliaferro,6230
1920,Georgia,130,Tattnall,2670,Tattnall,3550
1920,Georgia,130,Taylor,2690,Taylor,5521
1920,Georgia,130,Telfair,2710,Telfair,5005
1920,Georgia,130,Terrell,2730,Terrell,14055
1920,Georgia,130,Thomas,2750,Thomas,17263
1920,Georgia,130,Tift,2770,Tift,4290
1920,Georgia,130,Toombs,2790,Toombs,3828
1920,Georgia,130,Towns,2810,Towns,0
1920,Georgia,130,Treutlen,2830,Treutlen,2777
1920,Georgia,130,Troup,2850,Troup,16965
1920,Georgia,130,Turner,2870,Turner,4924
1920,Georgia,130,Twiggs,2890,Twiggs,6653
1920,Georgia,130,Union,2910,Union,46
1920,Georgia,130,Upson,2930,Upson,7257
1920,Georgia,130,Walker,2950,Walker,2484
1920,Georgia,130,Walton,2970,Walton,9715
1920,Georgia,130,Ware,2990,Ware,12313
1920,Georgia,130,Warren,3010,Warren,7821
1920,Georgia,130,Washington,3030,Washington,16404
1920,Georgia,130,Wayne,3050,Wayne,3153
1920,Georgia,130,Webster,3070,Webster,3080
1920,Georgia,130,Wheeler,3090,Wheeler,3562
1920,Georgia,130,White,3110,White,396
1920,Georgia,130,Whitfield,3130,Whitfield,1345
1920,Georgia,130,Wilcox,3150,Wilcox,7302
1920,Georgia,130,Wilkes,3170,Wilkes,16093
1920,Georgia,130,Wilkinson,3190,Wilkinson,5624
1920,Georgia,130,Worth,3210,Worth,12548
1930,Georgia,130,Appling,10,Appling,2815
1930,Georgia,130,Atkinson,30,Atkinson,1962
1930,Georgia,130,Bacon,50,Bacon,1086
1930,Georgia,130,Baker,70,Baker,4794
1930,Georgia,130,Baldwin,90,Baldwin,10736
1930,Georgia,130,Banks,110,Banks,963
1930,Georgia,130,Barrow,130,Barrow,2068
1930,Georgia,130,Bartow,150,Bartow,4659
1930,Georgia,130,Ben Hill,170,Ben Hill,4449
1930,Georgia,130,Berrien,190,Berrien,2352
1930,Georgia,130,Bibb,210,Bibb,32906
1930,Georgia,130,Bleckley,230,Bleckley,3261
1930,Georgia,130,Brantley,250,Brantley,1271
1930,Georgia,130,Brooks,270,Brooks,11259
1930,Georgia,130,Bryan,290,Bryan,2666
1930,Georgia,130,Bulloch,310,Bulloch,10081
1930,Georgia,130,Burke,330,Burke,22698
1930,Georgia,130,Butts,350,Butts,4488
1930,Georgia,130,Calhoun,370,Calhoun,7431
1930,Georgia,130,Camden,390,Camden,3745
1930,Georgia,130,Campbell,395,Campbell,2959
1930,Georgia,130,Candler,430,Candler,3141
1930,Georgia,130,Carroll,450,Carroll,7617
1930,Georgia,130,Catoosa,470,Catoosa,436
1930,Georgia,130,Charlton,490,Charlton,1034
1930,Georgia,130,Chatham,510,Chatham,49707
1930,Georgia,130,Chattahoochee,530,Chattahoochee,2670
1930,Georgia,130,Chattooga,550,Chattooga,1981
1930,Georgia,130,Cherokee,570,Cherokee,972
1930,Georgia,130,Clarke,590,Clarke,9948
1930,Georgia,130,Clay,610,Clay,4533
1930,Georgia,130,Clayton,630,Clayton,3250
1930,Georgia,130,Clinch,650,Clinch,3049
1930,Georgia,130,Cobb,670,Cobb,6540
1930,Georgia,130,Coffee,690,Coffee,5246
1930,Georgia,130,Colquitt,710,Colquitt,7739
1930,Georgia,130,Columbia,730,Columbia,5536
1930,Georgia,130,Cook,750,Cook,3077
1930,Georgia,130,Coweta,770,Coweta,10828
1930,Georgia,130,Crawford,790,Crawford,3879
1930,Georgia,130,Crisp,810,Crisp,8369
1930,Georgia,130,Dade,830,Dade,206
1930,Georgia,130,Dawson,850,Dawson,42
1930,Georgia,130,Decatur,870,Decatur,11812
1930,Georgia,130,DeKalb,890,De Kalb,12118
1930,Georgia,130,Dodge,910,Dodge,7998
1930,Georgia,130,Dooly,930,Dooly,10064
1930,Georgia,130,Dougherty,950,Dougherty,12816
1930,Georgia,130,Douglas,970,Douglas,2271
1930,Georgia,130,Early,990,Early,9737
1930,Georgia,130,Echols,1010,Echols,845
1930,Georgia,130,Effingham,1030,Effingham,4154
1930,Georgia,130,Elbert,1050,Elbert,7535
1930,Georgia,130,Emanuel,1070,Emanuel,9111
1930,Georgia,130,Evans,1090,Evans,2606
1930,Georgia,130,Fannin,1110,Fannin,72
1930,Georgia,130,Fayette,1130,Fayette,2838
1930,Georgia,130,Floyd,1150,Floyd,8615
1930,Georgia,130,Forsyth,1170,Forsyth,17
1930,Georgia,130,Franklin,1190,Franklin,2672
1930,Georgia,130,Fulton,1210,Fulton,101505
1930,Georgia,130,Gilmer,1230,Gilmer,12
1930,Georgia,130,Glascock,1250,Glascock,1324
1930,Georgia,130,Glynn,1270,Glynn,8296
1930,Georgia,130,Gordon,1290,Gordon,1111
1930,Georgia,130,Grady,1310,Grady,6627
1930,Georgia,130,Greene,1330,Greene,6628
1930,Georgia,130,Gwinnett,1350,Gwinnett,3343
1930,Georgia,130,Habersham,1370,Habersham,685
1930,Georgia,130,Hall,1390,Hall,3390
1930,Georgia,130,Hancock,1410,Hancock,9345
1930,Georgia,130,Haralson,1430,Haralson,1313
1930,Georgia,130,Harris,1450,Harris,7693
1930,Georgia,130,Hart,1470,Hart,3893
1930,Georgia,130,Heard,1490,Heard,2369
1930,Georgia,130,Henry,1510,Henry,7914
1930,Georgia,130,Houston,1530,Houston,7628
1930,Georgia,130,Irwin,1550,Irwin,4544
1930,Georgia,130,Jackson,1570,Jackson,4064
1930,Georgia,130,Jasper,1590,Jasper,5237
1930,Georgia,130,Jeff Davis,1610,Jeff Davis,1665
1930,Georgia,130,Jefferson,1630,Jefferson,12042
1930,Georgia,130,Jenkins,1650,Jenkins,7464
1930,Georgia,130,Johnson,1670,Johnson,4961
1930,Georgia,130,Jones,1690,Jones,5774
1930,Georgia,130,Lamar,1710,Lamar,4473
1930,Georgia,130,Lanier,1730,Lanier,1940
1930,Georgia,130,Laurens,1750,Laurens,13536
1930,Georgia,130,Lee,1770,Lee,6489
1930,Georgia,130,Liberty,1790,Liberty,5532
1930,Georgia,130,Lincoln,1810,Lincoln,4093
1930,Georgia,130,Long,1830,Long,1788
1930,Georgia,130,Lowndes,1850,Lowndes,13783
1930,Georgia,130,Lumpkin,1870,Lumpkin,188
1930,Georgia,130,McDuffie,1890,Mcduffie,4572
1930,Georgia,130,McIntosh,1910,Mcintosh,3876
1930,Georgia,130,Macon,1930,Macon,11192
1930,Georgia,130,Madison,1950,Madison,2834
1930,Georgia,130,Marion,1970,Marion,3915
1930,Georgia,130,Meriwether,1990,Meriwether,11766
1930,Georgia,130,Miller,2010,Miller,3083
1930,Georgia,130,Milton,2015,Milton,433
1930,Georgia,130,Mitchell,2050,Mitchell,11862
1930,Georgia,130,Monroe,2070,Monroe,6750
1930,Georgia,130,Montgomery,2090,Montgomery,4467
1930,Georgia,130,Morgan,2110,Morgan,7198
1930,Georgia,130,Murray,2130,Murray,333
1930,Georgia,130,Muscogee,2150,Muscogee,20667
1930,Georgia,130,Newton,2170,Newton,6777
1930,Georgia,130,Oconee,2190,Oconee,2401
1930,Georgia,130,Oglethorpe,2210,Oglethorpe,6424
1930,Georgia,130,Paulding,2230,Paulding,1124
1930,Georgia,130,Peach,2250,Peach,6565
1930,Georgia,130,Pickens,2270,Pickens,795
1930,Georgia,130,Pierce,2290,Pierce,3245
1930,Georgia,130,Pike,2310,Pike,5401
1930,Georgia,130,Polk,2330,Polk,4751
1930,Georgia,130,Pulaski,2350,Pulaski,5056
1930,Georgia,130,Putnam,2370,Putnam,5212
1930,Georgia,130,Quitman,2390,Quitman,2641
1930,Georgia,130,Rabun,2410,Rabun,164
1930,Georgia,130,Randolph,2430,Randolph,11547
1930,Georgia,130,Richmond,2450,Richmond,30220
1930,Georgia,130,Rockdale,2470,Rockdale,2441
1930,Georgia,130,Schley,2490,Schley,3320
